380.000000,-99.906
380.155914,-99.906
380.311798,-98.406
380.467712,-98.906
380.623627,-104.906
380.779511,-102.906
380.935425,-100.406
381.091339,-102.406
381.247223,-98.906
381.403107,-100.906
381.559021,-98.406
381.714905,-100.406
381.870819,-101.906
382.026733,-101.906
382.182617,-100.406
382.338532,-96.906
382.494446,-98.406
382.650330,-98.406
382.806244,-101.438
382.962158,-102.438
383.118042,-97.938
383.273956,-100.438
383.429871,-101.938
383.585754,-102.938
383.741638,-100.438
383.897522,-97.938
384.053436,-102.438
384.209351,-96.938
384.365234,-99.438
384.521149,-102.438
384.677063,-100.438
384.832947,-98.938
384.988861,-99.938
385.144775,-101.438
385.300659,-99.938
385.456574,-98.938
385.612488,-100.938
385.768372,-102.438
385.924286,-100.938
386.080200,-101.938
386.236084,-101.438
386.391968,-98.938
386.547882,-98.438
386.703766,-100.438
386.859680,-100.938
387.015594,-100.938
387.171478,-99.938
387.327393,-104.438
387.483307,-105.938
387.639191,-100.938
387.795105,-100.938
387.951019,-99.438
388.106903,-101.938
388.262817,-102.938
388.418732,-100.438
388.574616,-105.938
388.730499,-99.969
388.886414,-99.969
389.042297,-101.469
389.198212,-102.969
389.354126,-101.969
389.510010,-98.469
389.665924,-101.469
389.821838,-97.469
389.977722,-100.469
390.133636,-88.469
390.289551,-88.469
390.445435,-88.469
390.601349,-87.969
390.757263,-85.969
390.913147,-93.469
391.069061,-89.969
391.224945,-84.969
391.380829,-96.969
391.536743,-84.969
391.692627,-77.969
391.848541,-77.469
392.004456,-77.469
392.160339,-83.969
392.316254,-90.969
392.472168,-87.969
392.628052,-92.469
392.783966,-98.969
392.939880,-99.469
393.095764,-95.969
393.251678,-99.469
393.407593,-99.469
393.563477,-101.969
393.719360,-98.469
393.875275,-83.469
394.031158,-80.469
394.187073,-91.469
394.342987,-97.469
394.498871,-98.000
394.654785,-93.000
394.810699,-98.500
394.966583,-87.000
395.122498,-98.500
395.278412,-98.000
395.434296,-100.000
395.590210,-98.000
395.746124,-102.500
395.902008,-99.500
396.057922,-98.000
396.213837,-101.500
396.369690,-98.500
396.525604,-101.000
396.681519,-101.500
396.837402,-98.500
396.993317,-100.500
397.149231,-98.500
397.305115,-102.500
397.461029,-101.500
397.616913,-98.500
397.772827,-102.000
397.928741,-98.500
398.084625,-100.000
398.240540,-101.500
398.396454,-102.000
398.552338,-99.000
398.708252,-102.000
398.864136,-100.500
399.020020,-102.500
399.175934,-101.000
399.331848,-100.500
399.487732,-102.000
399.643646,-100.000
399.799561,-100.500
399.955444,-101.500
400.111359,-101.031
400.267273,-99.031
400.423157,-96.531
400.579071,-97.531
400.734985,-100.031
400.890869,-99.531
401.046783,-99.031
401.202698,-100.531
401.358551,-102.531
401.514465,-101.531
401.670380,-100.531
401.826263,-98.031
401.982178,-98.031
402.138092,-99.031
402.293976,-101.531
402.449890,-104.031
402.605804,-102.531
402.761688,-99.531
402.917603,-98.531
403.073517,-101.031
403.229401,-100.031
403.385315,-101.031
403.541229,-100.531
403.697113,-100.031
403.852997,-100.531
404.008911,-98.531
404.164795,-101.031
404.320709,-100.531
404.476593,-101.031
404.632507,-100.031
404.788422,-97.531
404.944305,-103.531
405.100220,-97.531
405.256134,-98.031
405.412018,-100.031
405.567932,-99.031
405.723846,-103.531
405.879730,-100.563
406.035645,-100.563
406.191559,-96.063
406.347412,-100.063
406.503326,-101.063
406.659241,-97.563
406.815125,-102.563
406.971039,-99.563
407.126953,-102.063
407.282837,-104.563
407.438751,-97.063
407.594666,-101.563
407.750549,-102.063
407.906464,-99.063
408.062378,-99.063
408.218262,-101.063
408.374176,-101.063
408.530090,-105.063
408.685974,-100.063
408.841858,-100.063
408.997772,-99.563
409.153656,-100.063
409.309570,-102.563
409.465485,-100.063
409.621368,-98.563
409.777283,-97.063
409.933197,-101.063
410.089081,-95.563
410.244995,-98.563
410.400909,-104.063
410.556793,-96.563
410.712708,-97.063
410.868622,-98.563
411.024506,-98.563
411.180420,-101.563
411.336273,-98.563
411.492188,-98.094
411.648102,-100.094
411.803986,-99.094
411.959900,-101.094
412.115814,-99.094
412.271698,-96.094
412.427612,-100.094
412.583527,-96.594
412.739410,-98.594
412.895325,-98.594
413.051239,-100.094
413.207123,-103.094
413.363037,-99.594
413.518951,-102.594
413.674835,-101.594
413.830719,-101.594
413.986633,-99.094
414.142517,-101.594
414.298431,-100.594
414.454346,-103.594
414.610230,-99.094
414.766144,-100.094
414.922058,-103.094
415.077942,-100.094
415.233856,-103.594
415.389771,-104.094
415.545654,-98.594
415.701569,-95.594
415.857483,-99.094
416.013367,-99.594
416.169281,-98.094
416.325165,-100.594
416.481049,-98.094
416.636963,-100.594
416.792877,-102.594
416.948761,-102.094
417.104675,-103.594
417.260590,-103.125
417.416473,-100.125
417.572388,-98.125
417.728302,-101.625
417.884186,-102.125
418.040100,-103.125
418.196014,-100.625
418.351898,-99.625
418.507813,-99.625
418.663727,-102.625
418.819580,-101.125
418.975494,-101.125
419.131378,-104.625
419.287292,-100.625
419.443207,-100.625
419.599091,-97.125
419.755005,-102.625
419.910919,-101.125
420.066803,-83.625
420.222717,-78.625
420.378632,-99.125
420.534515,-89.125
420.690430,-98.125
420.846344,-101.625
421.002228,-101.125
421.158142,-100.625
421.314026,-104.625
421.469910,-98.125
421.625824,-101.125
421.781738,-103.625
421.937622,-100.125
422.093536,-99.125
422.249451,-97.625
422.405334,-102.625
422.561249,-98.125
422.717163,-99.594
422.873047,-98.594
423.028961,-101.625
423.184875,-104.125
423.340759,-100.125
423.496674,-100.625
423.652588,-98.625
423.808441,-101.125
423.964356,-98.125
424.120270,-101.625
424.276154,-101.125
424.432068,-100.125
424.587982,-100.625
424.743866,-99.625
424.899780,-100.125
425.055695,-99.625
425.211578,-105.625
425.367493,-102.125
425.523407,-98.625
425.679291,-104.625
425.835205,-98.125
425.991089,-102.125
426.147003,-99.625
426.302887,-98.625
426.458771,-101.125
426.614685,-99.625
426.770599,-101.125
426.926483,-103.125
427.082397,-100.625
427.238312,-98.625
427.394196,-97.625
427.550110,-101.125
427.706024,-100.625
427.861908,-101.625
428.017822,-101.625
428.173737,-90.125
428.329620,-86.125
428.485535,-77.625
428.641449,-94.156
428.797302,-90.656
428.953217,-76.156
429.109131,-85.656
429.265015,-102.656
429.420929,-99.156
429.576843,-98.156
429.732727,-96.156
429.888641,-105.156
430.044556,-101.656
430.200439,-101.656
430.356354,-103.156
430.512268,-104.656
430.668152,-98.656
430.824066,-100.156
430.979981,-100.656
431.135864,-99.656
431.291748,-99.156
431.447662,-95.656
431.603546,-101.156
431.759460,-101.656
431.915375,-102.156
432.071259,-99.656
432.227173,-100.656
432.383087,-102.656
432.538971,-103.156
432.694885,-102.656
432.850769,-100.156
433.006683,-100.156
433.162598,-104.656
433.318481,-107.656
433.474396,-102.656
433.630310,-101.656
433.786163,-100.156
433.942078,-102.156
434.097992,-102.156
434.253876,-101.188
434.409790,-99.688
434.565704,-103.188
434.721588,-104.188
434.877502,-100.688
435.033417,-99.688
435.189301,-100.188
435.345215,-99.688
435.501129,-103.188
435.657013,-100.188
435.812927,-98.188
435.968842,-98.688
436.124725,-101.188
436.280640,-99.188
436.436523,-103.688
436.592407,-100.188
436.748322,-102.188
436.904236,-98.688
437.060120,-101.688
437.216034,-102.188
437.371948,-106.688
437.527832,-98.188
437.683746,-102.688
437.839661,-100.188
437.995544,-103.188
438.151459,-100.688
438.307373,-102.688
438.463257,-99.688
438.619171,-99.688
438.775055,-100.188
438.930939,-98.188
439.086853,-102.188
439.242737,-99.188
439.398651,-99.188
439.554565,-102.188
439.710449,-99.688
439.866364,-99.688
440.022278,-103.219
440.178162,-102.219
440.334076,-95.219
440.489990,-100.719
440.645874,-90.719
440.801788,-87.219
440.957703,-102.719
441.113586,-102.719
441.269501,-102.219
441.425385,-106.719
441.581268,-99.219
441.737183,-102.719
441.893097,-100.719
442.048981,-101.219
442.204895,-106.219
442.360809,-98.219
442.516693,-103.219
442.672607,-98.219
442.828522,-101.219
442.984406,-100.719
443.140320,-102.219
443.296234,-97.719
443.452118,-98.219
443.608032,-99.219
443.763916,-100.219
443.919800,-104.219
444.075714,-99.219
444.231628,-102.719
444.387512,-101.719
444.543427,-99.219
444.699341,-98.219
444.855225,-103.719
445.011139,-101.219
445.167053,-98.219
445.322937,-100.219
445.478851,-97.219
445.634766,-101.219
445.790649,-103.219
445.946564,-98.219
446.102478,-99.719
446.258362,-104.219
446.414246,-100.719
446.570129,-102.719
446.726044,-100.219
446.881958,-104.219
447.037842,-101.219
447.193756,-101.219
447.349670,-99.719
447.505554,-98.219
447.661469,-103.219
447.817383,-99.719
447.973267,-102.719
448.129181,-101.219
448.285095,-102.219
448.440979,-105.219
448.596893,-101.719
448.752777,-102.719
448.908661,-102.219
449.064575,-99.719
449.220490,-100.219
449.376373,-102.219
449.532288,-101.219
449.688202,-102.719
449.844086,-101.719
450.000000,-97.719
